danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo
0.604,0.234,0.661,0.0,0.0951,0.506,-5.914,0.0375,107.016
0.618,0.00271,0.754,0.0,0.213,0.485,-3.739,0.0882,148.013
0.567,0.00114,0.703,0.921,0.101,0.309,-2.08,0.0311,142.019
0.737,0.225,0.714,3.79e-06,0.267,0.608,-6.138,0.0367,102.046
0.639,0.245,0.593,0.0,0.242,0.706,-6.055,0.131,156.904
0.737,0.269,0.747,0.0,0.219,0.447,-4.818,0.0323,105.943
0.877,0.234,0.51,1.65e-06,0.207,0.724,-5.186,0.0329,104.999
0.698,0.0169,0.855,0.0,0.371,0.576,-4.595,0.13,108.949
0.678,0.00781,0.954,0.00983,0.171,0.392,-2.486,0.0717,149.992
0.806,0.331,0.707,0.0,0.294,0.746,-4.623,0.0307,118.011
0.44,0.129,0.635,0.0,0.121,0.327,-6.385,0.0326,128.133
0.643,0.0174,0.968,0.0305,0.144,0.181,-1.024,0.0612,147.938
0.688,0.0126,0.661,0.0,0.188,0.367,-7.161,0.0319,99.98
0.707,0.0783,0.86,3.25e-06,0.0964,0.265,-4.518,0.033,111.059
0.395,0.0145,0.85,0.00127,0.149,0.369,-4.898,0.147,153.674
0.802,0.272,0.645,0.0,0.119,0.376,-6.181,0.0715,100.001
0.665,0.423,0.699,0.0,0.0969,0.585,-5.265,0.0578,124.896
0.576,0.028,0.766,1.68e-06,0.366,0.236,-4.943,0.449,144.833
0.661,0.179,0.723,1.23e-05,0.14,0.316,-6.976,0.0566,113.778
0.591,0.225,0.702,0.0,0.414,0.501,-5.59,0.0289,104.003
0.6,0.102,0.666,0.0,0.118,0.566,-9.827,0.0394,99.989
0.592,0.0715,0.873,0.00982,0.142,0.516,-5.65,0.0275,122.011
0.454,0.544,0.423,0.0,0.0538,0.245,-7.286,0.0552,170.162
0.648,0.329,0.554,2.56e-05,0.0803,0.372,-7.005,0.0341,98.045
0.405,0.225,0.576,8.08e-06,0.0822,0.695,-6.245,0.171,91.204
0.636,0.0796,0.63,0.0,0.13,0.454,-6.396,0.0346,104.845
0.495,0.257,0.885,0.000983,0.101,0.437,-3.161,0.0492,145.044
0.598,0.26,0.687,0.0,0.112,0.626,-9.021,0.0955,75.169
0.72,0.0384,0.791,0.0,0.157,0.756,-4.689,0.124,102.071
0.897,0.00413,0.634,0.0,0.0686,0.506,-6.264,0.161,112.048
0.756,0.53,0.789,0.000711,0.157,0.873,-7.002,0.0324,127.987
0.642,0.0759,0.834,0.0,0.378,0.678,-3.258,0.0914,98.063
0.832,0.269,0.87,0.0,0.415,0.577,-4.2,0.166,137.998
0.667,0.0173,0.669,0.0,0.0737,0.939,-4.531,0.165,172.019
0.507,0.0818,0.923,4.63e-06,0.0951,0.768,-5.581,0.173,99.252
0.783,0.503,0.651,1.31e-05,0.121,0.643,-6.757,0.0338,101.015
0.605,0.0825,0.793,0.0,0.124,0.647,-3.084,0.297,184.032
0.968,0.0418,0.6,0.0,0.0585,0.907,-5.679,0.0981,111.951
0.648,0.0561,0.785,0.0,0.148,0.943,-5.414,0.165,160.02
0.673,0.0591,0.902,0.000262,0.0558,0.538,-2.392,0.0346,100.012
0.652,0.286,0.757,0.0,0.0886,0.962,-6.819,0.153,159.911
0.57,0.032,0.806,0.000179,0.77,0.605,-7.351,0.14,156.319
0.421,0.0132,0.822,0.0,0.092,0.751,-4.415,0.0542,171.935
0.578,0.00701,0.866,0.0,0.257,0.619,-3.804,0.0619,128.038
0.691,0.00654,0.791,0.0,0.0729,0.793,-3.747,0.0613,100.044
0.596,0.0116,0.869,0.173,0.0678,0.944,-11.97,0.037,109.902
0.767,0.104,0.934,0.0,0.0835,0.895,-3.057,0.195,121.069
0.655,0.375,0.782,0.0,0.317,0.832,-4.789,0.185,79.427
0.557,0.0124,0.803,1.61e-06,0.737,0.657,-3.599,0.213,92.134
0.835,0.357,0.366,0.0,0.0793,0.659,-10.246,0.426,114.044
0.801,0.0417,0.795,0.000113,0.0717,0.754,-5.115,0.0504,79.028
0.764,0.0987,0.842,0.0,0.117,0.863,-6.923,0.0326,110.029
0.725,0.426,0.804,0.000504,0.108,0.961,-7.84,0.0393,93.668
0.574,0.179,0.869,0.0,0.305,0.929,-2.474,0.0813,134.746
0.765,0.00107,0.837,1.06e-05,0.0801,0.721,-3.113,0.032,122.028
0.706,7.95e-05,0.841,0.0,0.0688,0.861,-3.956,0.0418,132.032
0.774,0.0249,0.838,0.025,0.242,0.924,-3.914,0.114,143.04
0.792,0.0159,0.856,2.88e-06,0.0981,0.714,-5.236,0.067,127.988
0.755,0.0746,0.832,1.27e-06,0.291,0.735,-2.741,0.116,120.032
0.705,0.456,0.78,0.00152,0.115,0.457,-6.267,0.0805,142.028
0.675,0.0417,0.848,0.0,0.0496,0.723,-4.006,0.0505,124.052
0.71,0.22,0.799,0.000602,0.349,0.725,-4.897,0.0328,120.372
0.845,0.0233,0.709,0.0,0.094,0.62,-4.547,0.0714,98.062
0.69,0.000232,0.805,0.739,0.095,0.799,-11.522,0.0336,127.808
0.661,0.0217,0.799,0.0,0.377,0.517,-5.433,0.135,119.881
0.876,0.163,0.669,0.0,0.185,0.682,-6.054,0.138,124.007
0.759,0.00729,0.563,0.0,0.0342,0.809,-4.543,0.0356,126.995
0.849,0.189,0.581,3.61e-06,0.0805,0.779,-5.243,0.0767,110.008
0.652,0.0849,0.748,0.0,0.604,0.652,-5.242,0.0887,94.1
0.655,0.000658,0.798,0.0,0.335,0.855,-7.137,0.131,128.103
0.752,0.0726,0.908,0.0,0.184,0.94,-5.681,0.0308,128.125
0.729,0.0129,0.936,0.000892,0.0367,0.598,-7.536,0.0776,131.986
0.666,0.03,0.878,0.0,0.0828,0.669,-2.85,0.0973,119.932
0.754,0.0199,0.933,0.0,0.297,0.75,-5.786,0.0448,103.992
0.751,0.00379,0.783,0.0,0.036,0.816,-3.724,0.0859,119.975
0.509,0.304,0.671,0.0,0.0452,0.55,-5.709,0.0678,118.413
0.759,0.202,0.699,0.000131,0.443,0.907,-5.745,0.0307,92.96
0.745,0.021,0.756,0.0,0.356,0.495,-4.749,0.0429,109.999
0.762,0.15,0.661,0.0,0.256,0.769,-6.075,0.0687,130.009
0.738,0.332,0.804,0.0,0.279,0.949,-3.851,0.0621,174.943
0.554,0.0216,0.878,5.76e-06,0.362,0.682,-4.271,0.134,126.045
0.531,9.33e-05,0.862,4.82e-06,0.363,0.396,-2.996,0.0434,126.016
0.66,0.011,0.969,0.00225,0.116,0.48,-3.63,0.0346,127.989
0.856,0.00801,0.609,8.15e-05,0.0344,0.928,-7.223,0.0824,114.988
0.719,0.0588,0.967,0.000249,0.206,0.964,-2.435,0.0552,79.505
0.887,0.0094,0.48,3.58e-05,0.0662,0.607,-11.994,0.117,95.846
0.583,0.0984,0.905,0.00019,0.0593,0.646,-6.132,0.0733,173.982
0.709,0.0771,0.782,4.71e-06,0.302,0.728,-3.526,0.0469,102.032
0.755,0.147,0.599,0.0,0.109,0.755,-5.042,0.224,133.123
0.731,0.0395,0.867,0.0,0.0861,0.776,-5.881,0.032,104.019
0.714,0.0352,0.621,1.63e-05,0.11,0.892,-5.343,0.0641,96.007
0.544,0.00484,0.86,0.122,0.115,0.398,-5.181,0.0678,123.024
0.675,0.0242,0.828,0.0102,0.364,0.669,-5.799,0.0454,122.229
0.724,0.00492,0.79,0.00311,0.265,0.68,-4.112,0.055,126.053
0.786,0.174,0.846,0.0,0.413,0.819,-3.468,0.0505,95.005
0.724,0.0322,0.895,0.0,0.097,0.64,-3.617,0.0411,96.022
0.704,0.0185,0.859,0.0,0.0215,0.926,-4.877,0.0996,105.115
0.821,0.13,0.773,0.0,0.116,0.954,-6.741,0.0464,133.053
0.674,0.0282,0.915,0.00337,0.273,0.78,-3.999,0.0411,126.038
0.485,0.113,0.91,0.0,0.138,0.649,-2.096,0.0977,124.18
0.783,0.0109,0.584,2.91e-06,0.108,0.632,-6.572,0.0409,120.031
0.542,0.166,0.903,3.53e-05,0.355,0.39,-2.745,0.0731,96.028
0.678,0.301,0.679,0.000136,0.112,0.218,-7.093,0.0644,119.977
0.757,0.0252,0.716,0.0,0.21,0.489,-6.704,0.241,111.102
0.645,0.0323,0.741,0.0,0.29,0.534,-4.989,0.0339,123.07
0.648,0.00937,0.931,0.0,0.752,0.744,-3.15,0.181,153.649
0.736,0.00399,0.859,0.00382,0.0649,0.777,-5.217,0.0396,128.076
0.654,0.0108,0.684,0.0,0.0768,0.7,-4.509,0.032,66.001
0.599,0.00892,0.885,0.0,0.0699,0.576,-3.232,0.0463,128.048
0.791,0.00446,0.754,0.0,0.163,0.425,-3.729,0.0569,125.014
0.757,0.0207,0.711,3.04e-05,0.11,0.649,-5.693,0.0769,113.026
0.668,0.0191,0.857,6.71e-06,0.0385,0.748,-2.944,0.0535,131.959
0.528,0.197,0.767,0.0,0.207,0.691,-6.973,0.202,115.12
0.867,0.258,0.724,0.0,0.0527,0.757,-4.266,0.0978,128.97
0.898,0.0622,0.914,0.000861,0.0999,0.633,-1.751,0.194,120.956
0.769,0.119,0.536,0.0,0.0439,0.916,-6.679,0.0341,118.116
0.258,0.065,0.919,0.0,0.279,0.636,-6.927,0.0809,93.62
0.762,0.294,0.608,0.00148,0.117,0.841,-11.36,0.0644,106.931
0.747,0.641,0.657,1.76e-05,0.0874,0.657,-9.449,0.0548,124.324
0.62,0.271,0.573,0.0,0.0607,0.897,-11.893,0.0423,81.548
0.759,0.0046,0.815,1.2e-06,0.0583,0.917,-5.716,0.0653,112.005
0.699,0.0317,0.529,3.59e-05,0.285,0.121,-7.548,0.0487,119.987
0.76,0.0451,0.941,0.0,0.649,0.805,-6.356,0.0688,116.013
0.284,0.00583,0.704,0.000115,0.0424,0.1,-7.276,0.186,191.702
0.625,0.0274,0.833,0.0,0.264,0.581,-5.389,0.0347,126.013
0.794,0.0306,0.758,1.38e-06,0.269,0.821,-6.289,0.0713,115.99
0.81,0.0167,0.956,0.281,0.35,0.961,-5.753,0.0367,129.996
